faiss_row,logical_product_id,chunk_source,token_count,chunk_text
2346,P1149,description,211,"Name: Translucent Matte Pro Setting Powder
Brand: L.A. Girl
Category: Setting Spray & Powder
Description: The L.A. Girl Matte Pro Setting Powder is made with finely milled 100% mineral silica to blur fine lines, pores, and make sure your makeup sets and stays! Details Features Benefits 100% finely milled mineral silica Sets makeup for a soft matte finish Blurs fine lines & pores Absorbs excess oil Helps to absorb excess oil How To Use Using a large powder brush, pick up some product with the brush and tap off excess. Gently pat powder into the skin and dust off any excess. Apply to the skin after foundation or on bare skin using a brush. Finish with a spritz of setting spray to melt powders into the skin. If irritation occurs, discontinue use. Ingredients Translucent: Mineral Silica Powder."
2347,P1149,platform_summary,109,"Name: Translucent Matte Pro Setting Powder
Brand: L.A. Girl
Category: Setting Spray & Powder
Pros: smooth/creamy texture, good value/affordable
Cons: patchy/streaky finish, drying/emphasizes dry patches, causes irritation/burning, difficult/messy application, heavy/thick feel
Best uses: setting makeup, everyday wear, oily skin, travel/on-the-go touch-ups"
2348,P1150,description,343,"Name: Translucent Pressed Setting Powder Ultra-Blur
Brand: Laura Mercier
Category: Setting Spray & Powder
Description: Laura Mercier's Translucent Pressed Setting Powder Ultra-Blur is an ultra-blurring, ultra-finely milled, talc-free pressed powder infused with hyaluronic acid for comfortable, 16-hour long wear and shine control. Details Benefits Key Ingredients Research Results 16HR ultra-blurred, soft matte finish: Sets makeup for 16 hours of ultra-blurred wear Talc-free formula: Specially developed formula for all the benefits of Translucent Loose Setting Powder Original without talc White Lilly sourced from France is known to help prevent oxidation & photo flashback After 3 weeks of consumer testing, 30 women agreed that Translucent Pressed Setting Powder Ultra-Blur: Feels comfortable (90%) Does not change the color of foundation upon application (90%) How To Use Using the included applicator, pick up product, and tap off excess. Gently press onto skin to set makeup. Use Translucent Pressed Setting Powder Ultra-Blur to set makeup at home or blur skin on the go! Press onto skin by rolling onto areas where cream products have been applied, pores are visible or excess shine is noted. Follow with application of color products. Pro Tip: Check application by touching the cheek - the area should feel smooth. If the area feels tacky to the touch, more powder is needed."
2349,P1150,platform_summary,189,"Name: Translucent Pressed Setting Powder Ultra-Blur
Brand: Laura Mercier
Category: Setting Spray & Powder
Pros: long-lasting wear, lightweight feel, resists smudging/transfer, blends easily, does not emphasize lines/wrinkles, flattering/good shade match, good/buildable coverage, matte finish/oil control, smooth/creamy texture, strong pigmentation/color payoff
Cons: cakey finish, difficult/messy application, can cause breakouts, creases/settles into lines, drying/emphasizes dry patches, heavy/thick feel, oxidizes/changes color, poor/insufficient coverage
Best uses: oily skin, setting makeup, travel/on-the-go touch-ups, dry skin, everyday wear, humid/hot weather"
2350,P1151,description,307,"Name: Travel Size Airbrush Flawless Setting Spray
Brand: Charlotte Tilbury
Category: Setting Spray & Powder
Description: Charlotte Tilbury's Airbrush Flawless Setting Spray is a hydrating, alcohol- and oil-free spray that weightlessly sets makeup for up to 16 hours without melting, fading, or settling into fine lines. Details Features Key Ingredients Research Results From Charlotte's award-winning Airbrush Flawless Finish collection. This multitasking, lightweight spray provides the perfect canvas for makeup application. Instantly locks in your look with a flawless, pore-blurring finish. It also features a delicate fresh floral scent. Film-Former Polymers: Form a strong but flexible, breathable film across the skin to keep makeup in place. Japanese Green Tea: Supports the natural moisture barrier for soft, hydrated skin. Aromatic Resin: Blurs the appearance of pores. In a 1-week test with 100 women: 94% agreed the product improves makeup longevity 99% agreed the product creates a weightless veil 96% agreed the product weightlessly sets your makeup How To Use Shake the bottle well. Hold six to eight inches away and mist over your entire face. Use before and after applying makeup. Precautions: Avoid contact with eyes. Close eyes before misting."
2351,P1151,platform_summary,98,"Name: Travel Size Airbrush Flawless Setting Spray
Brand: Charlotte Tilbury
Category: Setting Spray & Powder
Pros: glowy/radiant finish, good value/affordable, long-lasting wear
Cons: drying/emphasizes dry patches, poor longevity, strong/unpleasant scent
Best uses: oily skin, dry skin, everyday wear, humid/hot weather, setting makeup"
2352,P1152,description,234,"Name: Travel Size Amazonian Clay Waterproof Bronzer
Brand: Tarte
Category: Bronzer
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back Fake a just-back-from-the-beach glow with Tarte's best-selling Amazonian Clay vegan, waterproof Bronzer with a natural finish. Details Benefits Key Ingredients Best-selling, natural radiant bronzer Adds warmth, sculpts & gives your complexion an all-over glow Super soft, silky powder glides on smoothly Blends seamlessly with no streaks Infused with Amazonian clay for better, longer, truer wear Vegan Waterproof Dermatologist tested Amazonian clay: natures most perfect ingredient for better, longer, truer wear Mineral pigments: soothe & soften skin How To Use Gently buff directly onto skin or over foundation where the sun would naturally add color, including your cheekbones, chin, nose & forehead."
2353,P1152,platform_summary,121,"Name: Travel Size Amazonian Clay Waterproof Bronzer
Brand: Tarte
Category: Bronzer
Pros: glowy/radiant finish, long-lasting wear, natural-looking finish, blends easily, gentle/non-irritating, resists smudging/transfer, smooth/creamy texture
Cons: too shiny/glittery
Best uses: bronzing/contouring, cheeks/blush, humid/hot weather, travel/on-the-go touch-ups, everyday wear, fair/light skin tones"
2354,P1153,description,352,"Name: Travel Size Base Tape Hydrating Primer
Brand: Tarte
Category: Face Primer
Description: Conscious Beauty at Ulta BeautyTM Cruelty Free Give Back Tarte's ultra-hydrating Skincare Priming Serum is like a makeup magnet for improved foundation application & wear. Details Benefits Research Results Key Ingredients Keeps skin hydrated for 12 hours Improves foundation application & extends wear Helps prevent makeup from caking in lines or pores Gives skin a smoother, plumper appearance Lightweight serum texture with coconut scent CLINICAL RESULTS:* 12-hour hydration Extends the wear of foundation Dermatologist tested IN A CONSUMER PANEL STUDY:* Immediately before foundation application: 100% said skin appeared hydrated & felt soft 97% said skin felt nourished & had a healthy glow 97% said skin felt instantly hydrated & smoother Immediately after foundation: 100% said it helped foundation apply more evenly 97% said it helped skin look smoother under foundation 97% saw an improvement in the appearance of fine lines After 1 week of use: 100% said product felt nourishing 100% said skin felt & appeared hydrated throughout the day 97% said skin felt softer & looked fresher 97% said skin appeared smoother *Based on a study of 35 subjects Coconut: nourishes to leave skin smooth & soft Jojoba: soothes & helps leave skin soft & supple Grapeseed: helps hydrate without the weight How To Use Dispense 1-2 pumps to clean fingertips and gently smooth over face before applying makeup."
2355,P1153,platform_summary,103,"Name: Travel Size Base Tape Hydrating Primer
Brand: Tarte
Category: Face Primer
Pros: hydrating/non-drying, lightweight feel, smooth/creamy texture, easy to apply/use, long-lasting wear, pleasant/subtle scent
Cons: patchy/streaky finish
Best uses: dry skin, covering blemishes/dark spots, travel/on-the-go touch-ups, under foundation/makeup"
2356,P1154,description,418,"Name: Travel Size BB Blur Tinted Moisturizer Broad Spectrum SPF 30 Sunscreen
Brand: Tarte
Category: Tinted Moisturizer
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back tarte's BB blur tinted moisturizer is a revolutionary matte formula with SPF 30 for a no-makeup-makeup look! Details Benefits Research Results Key Ingredients Doubles as your daily moisturizer with SPF 30 Medium coverage with blurred soft-matte finish for a fresh-faced look Triple-B complex with diamond powder, plants & lipoamino acids helps diffuse light & minimize the look of fine lines & pores while hydrating & brightening 12-hour makeup** Dermatologist tested Vegan Broad Spectrum SPF 30 Sunscreen (non-chemical ingredients: titanium dioxide & zinc oxide) 100% agree it doesn't crease* 100% said it blurs the appearance of my pores* 100% said it evened out my textured skin* 100% said it made my skin look less oily* 100% would recommend to a friend* 97% said it feels moisturizing* 97% said it made it look like I have great skin, naturally* 97% said it made my skin look smoother* 97% said it doesn’t look cakey* **Based on a clinical study of 32 subjects *Based on a consumer panel study of 30 subjects Triple-B complex: proprietary blend of natural diamond powder, plants & lipoamino acids that helps to diffuse light & minimize the appearance of fine lines, wrinkles & pores while improving the appearance of skin's luminosity How To Use Apply with fingertips to clean skin starting at the outer portion of your face & working in towards your nose. If you can apply moisturizer, you can apply this!"
2357,P1154,platform_summary,135,"Name: Travel Size BB Blur Tinted Moisturizer Broad Spectrum SPF 30 Sunscreen
Brand: Tarte
Category: Tinted Moisturizer
Pros: natural-looking finish, smooth/creamy texture, good value/affordable, good/buildable coverage, lightweight feel, long-lasting wear
Cons: cakey finish, drying/emphasizes dry patches, heavy/thick feel, poor/insufficient coverage
Best uses: travel/on-the-go touch-ups, alone instead of foundation, natural/light makeup looks, humid/hot weather, under foundation/makeup"
2358,P1155,description,253,"Name: Travel Size BB Cream SPF 20
Brand: Erborian
Category: BB & CC Creams
Description: Erborian's BB Cream moisturizes skin while providing lightweight buildable coverage for plump, illuminated skin that is protected with broad-spectrum SPF 20. Details Benefits Features Formulated Without Light buildable coverage Moisturizing Plumping effect Illuminating Broad-spectrum SPF 20 This multitasking tinted crème provides a matte finish by blending easily and helping minimize the look of pores and skin imperfections Ginseng is known for its moisturizing and smoothing properties Broad-spectrum SPF 20 helps shield your skin from harmful UVA/UVB rays The result is a protected complexion that feels soft with a velvety, matte finish Parabens Sulfates Phthalates How To Use Apply a pea-sized amount of cream to face after or without applying your daily moisturizer. Pro tip: this BB Crème works best when blended with your fingertips! Also makes an excellent makeup base. Try this with Erborian's Glow Crème for a subtle glow."
2359,P1155,platform_summary,133,"Name: Travel Size BB Cream SPF 20
Brand: Erborian
Category: BB & CC Creams
Pros: long-lasting wear, good/buildable coverage, natural-looking finish, matte finish/oil control, glowy/radiant finish, hydrating/non-drying, lightweight feel
Cons: heavy/thick feel, can cause breakouts, creases/settles into lines, shade/color mismatch or inaccurate photos
Best uses: covering blemishes/dark spots, rosacea/redness-prone skin, natural/light makeup looks"
2360,P1156,description,512,"Name: Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer
Brand: IT Cosmetics
Category: Concealer
Description: Conscious Beauty at Ulta BeautyTM Give Back Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer by IT Cosmetics is a 24H waterproof, full coverage concealer for dark circles and under eye bags. Details Benefits Features Key Ingredients Developed with plastic surgeons, IT Cosmetics Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer is your #1 best-selling* under-eye concealer for dark circles, dark spots and more. It provides flawless full coverage for up to 24 hours! *#1 concealer formula for IT Cosmetics brand in the US. Highly pigmented, full coverage concealer covers everything without creasing or cracking. Cream concealer infused with proprietary Expression Proof Technology, peptides, antioxidants, hydrolyzed collagen, hyaluronic acid and vitamins. Improves the appearance of wrinkles and effectively conceals the look of skin imperfections including dark circles, under eye bags, skin redness, hyperpigmentation, broken capillaries, age spots and other types of skin discoloration. Longwear concealer - up to 24 hours of coverage. Humidity-proof & waterproof. Suitable for all skin types, even sensitive skin. #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) 93% say product provides full coverage** 86% say product corrects the look of imperfections** **Results observed in a consumer study Collagen: Skin-firming protein that supports skin elasticity for a youthfully smooth appearance Hyaluronic Acid: Attracts moisture, boosts elasticity and plumps the look of fine lines and wrinkles Peptides: Help reduce the appearance of wrinkles for smoother, firmer skin How To Use Warm a tiny amount with fingers, tap onto skin, and blend using your favorite IT Cosmetics makeup brush. Can also be worn as a foundation. A pinhead-size amount of this highly pigment"
2361,P1156,description,108,"Name: Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer
Brand: IT Cosmetics
Category: Concealer
des: Help reduce the appearance of wrinkles for smoother, firmer skin How To Use Warm a tiny amount with fingers, tap onto skin, and blend using your favorite IT Cosmetics makeup brush. Can also be worn as a foundation. A pinhead-size amount of this highly pigmented formula goes a very long way."
2362,P1156,platform_summary,189,"Name: Travel Size Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer
Brand: IT Cosmetics
Category: Concealer
Pros: good/buildable coverage, flattering/good shade match, good value/affordable, long-lasting wear, resists smudging/transfer, does not emphasize lines/wrinkles, easy to apply/use, gentle/non-irritating, glowy/radiant finish, hydrating/non-drying
Cons: creases/settles into lines, heavy/thick feel, cakey finish, drying/emphasizes dry patches, oxidizes/changes color, too expensive/poor value, too shiny/glittery
Best uses: under-eye dark circles/brightening, setting makeup, alone instead of foundation, everyday wear"
2363,P1157,description,250,"Name: Travel Size CC Cream SPF 25
Brand: Erborian
Category: BB & CC Creams
Description: Erborian's high-tech low-maintenance CC Cream enhances your skin's natural complexion for a radiant finish. Details Benefits Features Formulated Without Blurs the appearance of pores and imperfections Evens out your skin tone Enhances your skin's natural radiance and provides light coverage The CC Cream's initial white pigments transform to match your skin tone when blended into the skin for a seamless shade match The result is a more even-looking complexion that looks like you've applied a filter Enriched with Centella Asiatica, this CC Cream also helps to hydrate and protect your skin Formulated with broad-spectrum SPF 25 to help shield your skin from harmful UVA/UVB rays that cause dark spots and wrinkles Parabens Sulfates Phthalates How To Use Apply a pea-sized amount of cream to face and blend CC Cream into skin using your fingertips and watch as it adjusts to your skintone. Also makes an excellent makeup base."
2364,P1157,platform_summary,163,"Name: Travel Size CC Cream SPF 25
Brand: Erborian
Category: BB & CC Creams
Pros: blends easily, easy to apply/use, gentle/non-irritating, glowy/radiant finish, good/buildable coverage, lightweight feel, long-lasting wear, smooth/creamy texture
Cons: patchy/streaky finish, causes irritation/burning, oxidizes/changes color, poor longevity, shade/color mismatch or inaccurate photos, too expensive/poor value
Best uses: everyday wear, fair/light skin tones, acne-prone skin, alone instead of foundation, humid/hot weather, medium/olive skin tones, setting makeup"
2365,P1158,description,303,"Name: Travel Size CC Water with Hyaluronic Acid
Brand: Erborian
Category: BB & CC Creams
Description: Erborian's CC Water is an aqua gel-based skin perfecting product that enhances the complexion, while helping to soothe, color correct, and hydrate the skin. Details Benefits Features Formulated Without Soothes, color corrects & hydrates skin Evens out and illuminates complexion Ultra-light, aqua gel-based formula keeps skin looking and feeling more hydrated Encapsulated pigments adjust to skin tone for a filter-like look CC Water has been designed especially for those who prefer an ultra-light, cream-alternative formula Its gel texture is enriched with Hyaluronic Acid to help keep the skin looking and feeling more hydrated Like its CC Classic alternative, CC Water adjusts to the skin tone to even out and illuminate the complexion CC Water gives skin a filter-like look; fresh & plumped with a dewy effect, without any oily residue Parabens Sulfates Phthalates How To Use Apply a fine layer on the face, just like your daily moisturizer. Due to the unique texture of CC Water, pigments appear slightly darker than Erborian's CC Classic Creams in corresponding shades, therefore only a very small amount of product is needed with each use."
2366,P1158,platform_summary,197,"Name: Travel Size CC Water with Hyaluronic Acid
Brand: Erborian
Category: BB & CC Creams
Pros: glowy/radiant finish, hydrating/non-drying, good/buildable coverage, lightweight feel, natural-looking finish, flattering/good shade match, smooth/creamy texture, does not emphasize lines/wrinkles, easy to apply/use
Cons: heavy/thick feel, patchy/streaky finish, poor/insufficient coverage, shade/color mismatch or inaccurate photos, cakey finish, too shiny/glittery
Best uses: cheeks/blush, combination skin, humid/hot weather, bronzing/contouring, covering blemishes/dark spots, everyday wear, fair/light skin tones, long-wear events, mature skin, natural/light makeup looks"
2367,P1159,description,433,"Name: Travel-Size Face Tape Full Coverage Foundation
Brand: Tarte
Category: Foundation
Description: Conscious Beauty at Ulta BeautyTM Cruelty Free Give Back Tarte's full-coverage Face Tape Foundation is the 1st ever beauty mushroom infused foundation. Details Benefits Key Ingredients Foundation version of shape tape concealer, from the #1 concealer brand*. Full coverage formula with natural matte finish feels weightless & never looks dry or cakey. Powered by snow mushroom to drench skin in hydration for smoother, plumper looking skin. Tape technology helps smooth texture & blur the appearance of pores, fine lines & wrinkles Instantly covers imperfections like redness, age spots, discoloration & blemishes. Transfer-proof, waterproof & sweatproof formula stays put all day. Plays best with shape tape concealer. Not ready to commit? Shop travel-size. Tarte 12-hour power. Dermatologist tested. IN A CONSUMER PANEL STUDY:* 100% said it helped minimize the look of pores. 100% said it covered dark spots, redness & imperfections. 97% said it helped skin look smoother. 97% said it felt comfortable & gentle on skin. 94% said it made skin look natural & healthier. 94% said it felt nourishing. *Based on a study of 33 subjects. Snow mushroom: helps hydrate, reduce inflammation & brighten Apple fruit extract: rich in antioxidants to help protect against free-radicals Hyaluronic acid: delivers moisture, firmness & suppleness How To Use Dispense 1-2 pumps of foundation to the back of your hand. Lightly dab onto skin using clean fingertips. Use the paddle to perfection brush or damp shaper sponge to blend from the center of the face outwards. Apply more pumps as needed until complexion perfection is achieved."
2368,P1159,platform_summary,166,"Name: Travel-Size Face Tape Full Coverage Foundation
Brand: Tarte
Category: Foundation
Pros: good/buildable coverage, hydrating/non-drying, blends easily, does not emphasize lines/wrinkles, long-lasting wear, natural-looking finish, good value/affordable, lightweight feel, smooth/creamy texture
Cons: cakey finish, heavy/thick feel, drying/emphasizes dry patches, creases/settles into lines, difficult to blend, oily residue
Best uses: alone instead of foundation, covering blemishes/dark spots, dry skin, everyday wear, long-wear events, mature skin, travel/on-the-go touch-ups"
2369,P1160,description,217,"Name: Travel Size Hangover Replenishing Face Primer
Brand: Too Faced
Category: Face Primer
Description: Conscious Beauty at Ulta BeautyTM Cruelty Free Too Faced Hangover Primer is a replenishing face primer that hydrates, smooths, and brightens for a dewy, healthy-looking complexion. Details Benefits Features Key Ingredients Hydrates and boosts skin's radiance Promotes skin's elasticity Soothes and smooths skin Helps to lock down makeup for a fresher, longer, and more flawless wear Paraben free Consumer study results: 100% said makeup went on smoother 100% said makeup looked more radiant 100% said skin looked more hydrated 100% said their skin had the appearance of a full night's rest Coconut Water: Hydrates skin Probiotics: Boosts skin's radiance & elasticity How To Use Smooth one to two pumps over face and blend into skin. Can be worn alone or under makeup."
2370,P1160,platform_summary,83,"Name: Travel Size Hangover Replenishing Face Primer
Brand: Too Faced
Category: Face Primer
Pros: hydrating/non-drying, smooth/creamy texture, glowy/radiant finish
Cons: smudges/transfers/flakes, strong/unpleasant scent, too expensive/poor value
Best uses: natural/light makeup looks"
2371,P1161,description,310,"Name: Travel Size Lash Clean Oil-Free Makeup Remover
Brand: Velour Lashes
Category: Makeup Remover
Description: Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Sustainable Packaging Brand Velour Lashes Lash Clean Oil-Free Makeup Remover is an oil-free makeup remover created for false lashes and lash extensions with a vegan, non toxic, non-irritating formula. Details Benefits Features Formulated Without Good for false lashes: Lash friendly cleaner that delivers impact to remove dirt/makeup yet gentle enough to ensure lash band retains its longevity and shape Good for lash extensions: Formulated without oil to extend the longevity of your lash extensions Use Lash Clean between lash extension appointments to ensure that your lashes and eyes stay clean and healthy Good for makeup removal: Naturally derived emollients for powerful removal of dirt and waterproof makeup in just a few swipes Good for your skin: Non-toxic, non-irritating cleaner formulated with moisturizing ingredients to hydrate skin 100% Recyclable: Both primary and secondary packaging is fully recyclable Alcohol Parabens Fragrance Animal Byproducts How To Use Precautions: Do not use if you have an eye infection. Keep out of reach of children."
2372,P1161,platform_summary,79,"Name: Travel Size Lash Clean Oil-Free Makeup Remover
Brand: Velour Lashes
Category: Makeup Remover
Pros: gentle/non-irritating, removes makeup effectively, natural-looking finish, easy to apply/use, long-lasting wear
Cons: causes irritation/burning
Best uses: removing eye makeup"
2373,P1162,description,268,"Name: Travel Size Loose Setting Powder
Brand: Dermablend
Category: Setting Spray & Powder
Description: Dermablend Loose Setting Powder is the ultimate step to lock in makeup for up to 16 hours of smudge and transfer-resistant wear and mattify complexion. Details Benefits Formulated Without Formulated to flawlessly lock in Dermablend foundation and concealer for up to 16 hours of smudge and transfer-resistant wear with a matte finish Mattifies complexion with sheer translucence Weightless micronized powder is transparent upon application and suitable for all skin types Translucent powder can be used for baking, setting, and finishing Available in Cool Beige shade for enhancing cooler undertones, and Warm Saffron shade for enhancing warm undertones in deeper skin tones #1 dermatologist recommended coverage brand Skin Security Standards: Dermatologist tested for safety, non-comedogenic, sensitive skin tested, allergy tested, and PETA certified Fragrance Triclosan Phthalates Sodium lauryl sulfate Parabens Animal derived ingredients How To Use"
2374,P1162,platform_summary,68,"Name: Travel Size Loose Setting Powder
Brand: Dermablend
Category: Setting Spray & Powder
Pros: long-lasting wear, matte finish/oil control
Cons: 
Best uses: everyday wear, oily skin, setting makeup, travel/on-the-go touch-ups"
2375,P1163,description,389,"Name: Travel Size Maracuja Creaseless Concealer
Brand: Tarte
Category: Concealer
Description: Conscious Beauty at Ulta BeautyTM Vegan Cruelty Free Give Back tarte's Maracuja Creaseless Concealer feels like an eye cream, but delivers full coverage with a natural radiant finish. Don't need a lot, just 1 dot! Details Benefits Research Results Key Ingredients Feels like an eye cream but delivers full coverage with a natural radiant finish Covers the look of dark circles, redness & more Infused with maracuja oil for brighter, smoother, looking undereyes Waterproof, anti-crease formula will minimize the look of fine lines Helps brighten & smooth the look of undereyes for a lifted appearance Shows extra love to dry skin with 16-hr hydration Ideal for normal, dry & combination skin Vegan & cruelty free 16-hr hydration* Waterproof Dermatologist tested *Based on a clinical study of 35 subjects Maracuja oil: rich in essential fatty acids & vitamin C for firmer, brighter, smoother-looking skin Vitamin C: helps brighten & even out skin tone Vitamin E: natural preservative that also acts as an emollient & antioxidant mineral pigments: soothe & soften skin's appearance How To Use Don't need a lot, just 1 dot! Conceal dark circles Full face of flawless: PRO tip: warm up the concealer between your fingers & blend accordingly Dot concealer onto undereye Blend upward using the creaseless airbrusher concealer brush Swipe directly onto redness, blemishes or imperfections Blend with large end of creaseless airbrusher concealer brush"
2376,P1163,platform_summary,119,"Name: Travel Size Maracuja Creaseless Concealer
Brand: Tarte
Category: Concealer
Pros: good/buildable coverage, smooth/creamy texture, glowy/radiant finish, hydrating/non-drying, blends easily, easy to apply/use, lightweight feel
Cons: heavy/thick feel, creases/settles into lines, difficult to blend, smudges/transfers/flakes, cakey finish, too shiny/glittery
Best uses: dry skin, sensitive skin"
2377,P1164,description,415,"Name: Travel Size Matte Cream Mattifying & Blurring Primer
Brand: Erborian
Category: Face Primer
Description: To achieve the ultimate matte finish, Erborian's Matte Cream Mattifying & Blurring Primer is a 5-in-1 product that helps to even out the complexion and mattify the skin. Details Benefits Key Ingredients Research Results The combination of its high-tech formulation and the benefits of White Water Lily extract, known for its mattifying properties, makes Matte Cream a true beauty essential. This multi-benefit, hybrid beauty product glides onto the skin, leaving an imperceptible film onto the skin that helps to: Blur the appearance of imperfections and pores, with a soft-focus effect Even out skin tone and give an ultra-matte finish Refine skin's texture Maintain the skin's hydration barrier, to hold in moisture Mattify to prepare skin for makeup. Your complexion looks more even and matte. Pores are visibly blurred. Skin appears flawless, with a natural-looking, powdery finish White Water Lily Flower extract (Nymphaea Alba): For hydrating and mattifying benefits, and for antioxidants Butylene Glycol: For moisturizing benefits Silica Powder: For mattifying benefits Tested under dermatological supervision Non-comedogenic How To Use For an ultra matte finish: For a naturally matte skin, apply Matte Cream alone as a finisher. For a flawless complexion: To preserve your make-up all day long, apply Matte Cream, all over your face as a primer before your usual make-up routine. For a matte complexion all day long: To eliminate rebellious shiny areas during the day, apply Matte Cream in your T-zone. Use with BB Cream for an overall matte finish."
2378,P1164,platform_summary,123,"Name: Travel Size Matte Cream Mattifying & Blurring Primer
Brand: Erborian
Category: Face Primer
Pros: smooth/creamy texture, hydrating/non-drying, good/buildable coverage, easy to apply/use, glowy/radiant finish, lightweight feel, matte finish/oil control
Cons: drying/emphasizes dry patches, heavy/thick feel, oily residue, poor longevity, poor pigmentation/color payoff
Best uses: humid/hot weather, under foundation/makeup"
2379,P1165,description,113,"Name: Travel Size Matte Face Primer
Brand: ULTA Beauty Collection
Category: Face Primer
Description: Conscious Beauty at Ulta BeautyTM Clean Ingredients Cruelty Free Give Back Ulta's Matte Face Primer is the secret for a picture perfect look everyday. Contains salicylic acid for smoother, clearer looking complexion, refines pores for even foundation application. Details Benefits Contains special mattifying powders to reduce shine and prolong foundation wear How To Use Apply directly on face."
2380,P1165,platform_summary,117,"Name: Travel Size Matte Face Primer
Brand: ULTA Beauty Collection
Category: Face Primer
Pros: smooth/creamy texture, hydrating/non-drying, easy to apply/use, long-lasting wear
Cons: drying/emphasizes dry patches, heavy/thick feel, poor longevity
Best uses: oily skin, acne-prone skin, beginners/learning makeup, combination skin, humid/hot weather, travel/on-the-go touch-ups, under foundation/makeup"
2381,P1166,description,436,"Name: Travel Size No 28 Primer Serum
Brand: HOURGLASS
Category: Face Primer
Description: Conscious Beauty at Ulta BeautyTM Vegan Cruelty Free HOURGLASS No 28 Primer Serum is a silky, lightweight primer and serum in one that nourishes and prepares your skin for seamless makeup application. Details Benefits Features Formulated Without Innovative dual-purpose product nourishes the skin and prepares it for a flawless makeup application. Sensorial botanical blend glides on, absorbs into the skin and creates a refined and retexturized surface for makeup. Softens the appearance of fines lines and wrinkles and extends the durability of your foundation. The formula repels water, so that makeup stays looking fresh. The luxurious formulation can also be used as a serum at night, or on hair to seal split ends. Cruelty free Contains 28 beneficial ingredients to nourish the complexion. The number 28 refers to: 14 essential oils that soften the complexion: bois de rose, lavender, geranium, petitgrain, lemon, rosemary, vanilla, clove, amyris, orange, ylang ylang, eucalyptus, cedar and rose geranium 10 lipid-rich plant oils that help to hydrate the skin's underlying layers: hazelnut, kukui nut, rose hip, borage, olive, green tea, cherry pit, sweet almond, jojoba and evening primrose - 4 nourishing vitamins that condition the complexion: A, B5, C and E. Parabens Sulfates Nanoparticles Phthalates Synthetic Dyes Gluten How To Use Apply one pump to clean skin and let it set for approximately 2 minutes. Can be applied over moisturizer, used as a moisturizer/primer or nighttime skin treatment. Also apply No 28 to hydrate split ends and fly-aways."
2382,P1166,platform_summary,63,"Name: Travel Size No 28 Primer Serum
Brand: HOURGLASS
Category: Face Primer
Pros: easy to apply/use, glowy/radiant finish, hydrating/non-drying
Cons: causes irritation/burning
Best uses: mature skin, sensitive skin"
2383,P1167,description,311,"Name: Travel Size One Step Correct Brightening & Correcting Primer
Brand: Stila
Category: Face Primer
Description: Conscious Beauty at Ulta BeautyTM Cruelty Free Swirl you way to perfect skin in one step! Stila's One Step Correct Brightening & Correcting Primer, an innovative, triple-swirled helix serum, instantly color corrects, brightens and covers skin imperfections for a flawless face with no fuss. Details Benefits Features All-in-one, triple-swirled helix serum primes, color-corrects, brightens and nourishes skin for a flawless face with no fuss Transparent, priming perfector creates a radiant canvas for your makeup so it's your skin, only brighter Contains 3 color-correcting pigments to even out complexion: Green tone instantly neutralizes redness and conceals blemishes, Lavender tone counteracts sallow undertones for a vibrant, energized look, Peach tone brightens, illuminates and helps diminish the appearance of sun spots Specially formulated with Arclay Youth Revival Bio-Mineral Complex, a proprietary blend of 15 vitamins, minerals and antioxidants. Designed for all skin types. How To Use Before makeup application, pump a pea size amount and apply to skin with your fingertips or brush."
2384,P1167,platform_summary,150,"Name: Travel Size One Step Correct Brightening & Correcting Primer
Brand: Stila
Category: Face Primer
Pros: glowy/radiant finish, long-lasting wear, easy to apply/use, flattering/good shade match, good value/affordable, hydrating/non-drying, lightweight feel, natural-looking finish, smooth/creamy texture
Cons: heavy/thick feel, patchy/streaky finish, can cause breakouts, strong/unpleasant scent
Best uses: cheeks/blush, everyday wear, rosacea/redness-prone skin, alone instead of foundation, eyeshadow/eye looks"
