query_id,logical_product_id,query_text,query_type,product_name,brand,category,description,pros,cons,best_uses
17,P0180,Concealer for under the eyes,single_property,Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer,IT Cosmetics,Concealer,"Conscious Beauty at Ulta BeautyTM Give Back IT Cosmetics Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer is a 24H waterproof, full coverage concealer for dark circles and under eye bags. Details Benefits Features Key Ingredients Developed with plastic surgeons, IT Cosmetics Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer is your #1 best-selling* under-eye concealer for dark circles, dark spots and more. It provides flawless full coverage for up to 24 hours! *#1 concealer formula for IT Cosmetics brand in the US. Highly pigmented, full coverage concealer covers everything without creasing or cracking Cream concealer infused with proprietary Expression Proof Technology, peptides, antioxidants, hydrolyzed collagen, hyaluronic acid and vitamins Improves the appearance of wrinkles and effectively conceals the look of skin imperfections including dark circles, under eye bags, skin redness, hyperpigmentation, broken capillaries, age spots and other types of skin discoloration Longwear concealer - up to 24 hours of coverage Humidity-proof & waterproof Suitable for all skin types, even sensitive skin #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) 93% say product provides full coverage** 86% say product corrects the look of imperfections** **Results observed in a consumer study Collagen: Skin-firming protein that supports skin elasticity for a youthfully smooth appearance Hyaluronic Acid: Attracts moisture, boosts elasticity and plumps the look of fine lines and wrinkles Peptides: Help reduce the appearance of wrinkles for smoother, firmer skin How To Use Warm a pinhead-size amount with your fingers and tap onto skin. Can also be worn as a foundation.","good/buildable coverage, flattering/good shade match, good value/affordable, long-lasting wear, resists smudging/transfer, does not emphasize lines/wrinkles, easy to apply/use, gentle/non-irritating, glowy/radiant finish, hydrating/non-drying","creases/settles into lines, heavy/thick feel, cakey finish, drying/emphasizes dry patches, oxidizes/changes color, too expensive/poor value, too shiny/glittery","under-eye dark circles/brightening, setting makeup, alone instead of foundation, everyday wear"
10,P0674,Mattifying setting spray that lasts all day and controls shine,multiple_requirements,Mattifying Setting Spray,Morphe,Setting Spray & Powder,"ALL SET AND SHINE-FREE. Morphe's Mattifying Setting Spray sets liquid and powder makeup with a mattified finish. This micro-fine mist, infused with vitamin-rich, skin-nourishing niacinamide and natural fruit extracts, reduces shine while enhancing your look. Details Benefits Controls shine Sweat-proof & humidity-proof Niacinamide minimizes appearance of pores Fruit extract complex nourishes skin How To Use Shake well and prime the bottle by dispersing one quick spritz into the air. Holding the bottle 8-10 inches away, close your eyes and apply one layer of the mist all over your face. Use your fave beauty sponge to pat in any excess product.",matte finish/oil control,"oily residue, smudges/transfers/flakes",oily skin
27,P0481,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Hueglow Jumbo Liquid Highlighter Drops,Live Tinted,Highlighter,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Subtle micro-shimmers meet 73% skincare - squalane, hyaluronic acid, and sunflower seed oil in Live Tinted's innovative, serum-infused Hueglow Jumbo Liquid Highlighter Drops to help hydrate, replenish & moisturize skin while taking your face and body glow to the next level. Details Features Key Ingredients Benefits Lightweight, non-greasy (never sticky!) liquid formula Natural, radiant finish Subtle micro-shimmers for naturally radiant skin Can be used on face and body Squalane prevents moisture loss + restores suppleness to skin. Sunflower Seed Oil helps to replenish, strengthen, and soothe skin. Hyaluronic Acid holds up to 1,000x its weight in moisture for advanced hydration. Works on all skin tones Cruelty-Free, fragrance-free Dermatologist tested and non-comedogenic How To Use Apply a few drops directly onto skin with fingers or use our ultra-soft Kabuki brush for a seamless blend. These versatle bronzing glow drops can be used multiple ways: -Wear under, over, or mixed into your foundation or skin tint -Add to the high points of your face, wherever the light naturally lands -Mix into your lotion as an all over body shimmer, giving skin a sun-kissed bronze effect","glowy/radiant finish, hydrating/non-drying, long-lasting wear, smooth/creamy texture","smudges/transfers/flakes, too shiny/glittery","bronzing/contouring, cheeks/blush, dry skin, humid/hot weather, oily skin, under foundation/makeup"
21,P0033,Matte bronzer,single_property,Airbrush Matte Bronzer,Charlotte Tilbury,Bronzer,"Charlotte Tilbury's Airbrush Matte Bronzer is an oversized natural matte bronzer in a refillable compact, infused with hyaluronic acid for a skin-perfecting bronzed filter for the face and body. Details Benefits Key Ingredients Formulated Without Charlotte created this bronzer to blend with the skin and warm the look of the complexion while blurring the appearance of any imperfections. It's perfect for an all-over face and body bronze or to define and contour. Hyaluronic Acid: Hydrates and helps skin appear softer and smoother. Micro-Fine Perfecting Powders: Deliver an invisibly thin, silky filter on the skin to add an increased depth of color and coverage. Microspheres: Provide long-wear pay off and a silky texture. Sulfates SLS and SLES. This product is also gluten-free. How To Use Apply to your face and body where the sun naturally tans - cheekbones, jawline, top of shoulders, collarbone, and to the center of your arms and legs. Use your skin-enhancing shade to add warmth to your face, neck, décolletage, the tops of shoulders, and down the center of your arms and legs. Use a deeper skin-sculpting shade to contour the neck on either side, shade above and below the collarbone, and shade down the center of the décolletage. Create the illusion of sculpted, contoured limbs by shading down the inner and outer sides of the arms and legs. Buff onto skin and blend with The Air-Brush (sold separately) for a natural-looking, sunkissed finish.","blends easily, good value/affordable, long-lasting wear, natural-looking finish","patchy/streaky finish, too expensive/poor value",bronzing/contouring
7,P0837,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,Powder Blush,Revlon,Blush,"Revlon Powder Blush is microfine and buildable, in perfect shades that look fresh all day. Blush, your way, with powdery soft, buildable color. Details Benefits Features High-impact color, microfine, buildable for a subtle to intense blush look Use Revlon's Contour and Blush Brush to run over the color and sweep it over the apples of your cheeks then swirl it around to blend Lightweight formula that contains color true pigments in this powdery soft blush add vibrancy and dimension","strong pigmentation/color payoff, smooth/creamy texture, flattering/good shade match, good value/affordable, natural-looking finish, blends easily, glowy/radiant finish, long-lasting wear","shade/color mismatch or inaccurate photos, too expensive/poor value, difficult to blend, heavy/thick feel, patchy/streaky finish, poor pigmentation/color payoff, smudges/transfers/flakes, too shiny/glittery","cheeks/blush, beginners/learning makeup, bronzing/contouring, fair/light skin tones, travel/on-the-go touch-ups"
6,P0223,Long-lasting bright pink cream blush,multiple_requirements,Cheeky Rose Cream Blush,Winky Lux,Blush,"Conscious Beauty at Ulta BeautyTM Cruelty Free Winky Lux Cheeky Rose Cream Blush is a cream blush infused with carnauba and vitamin E for smooth, blendable results. Details Benefits Key Ingredients The natural finish gives a royal flush of pinks and reds, perfect for a radiant flush of color. Infused with Carnauba and Vitamin E for smooth, blendable results How To Use Use your fingertips for an easy light application or an angled blush brush for more pops of pigment.","smooth/creamy texture, flattering/good shade match, natural-looking finish, blends easily, convenient packaging/applicator, easy to apply/use, hydrating/non-drying, long-lasting wear, strong pigmentation/color payoff","patchy/streaky finish, poor longevity","cheeks/blush, lips/lip color, highlighting, travel/on-the-go touch-ups"
4,P0751,Noncomedogenic pore-blurring product,broad_or_underspecified,No Pore Zone Mattifying Face Primer,Milani,Face Primer,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Give Back Milani No Pore Zone is a lightweight, ultra-blurring and pore minimizing primer that preps skin for flawless makeup application. Silky formula. Details Features Key Ingredients Formulated Without Matte finish Lightweight, silky texture Blurs imperfections and minimizes pores, controls oil Extends makeup wear for all skin tones Provides a smooth canvas for makeup application For all skin tones Cruelty-Free Vegan Enriched with Lily and Bamboo extracts to nourish skin Parabens Sulfates How To Use For a perfectly prepped and hydrated canvas, apply desired amount all over the face before foundation application.","smooth/creamy texture, matte finish/oil control","cakey finish, difficult/messy application, heavy/thick feel","oily skin, everyday wear, long-wear events"
25,P0468,Affordable highlighter,single_property,Highlight Reloaded,Revolution Beauty,Highlighter,"Revolution Beauty's Highlight Reloaded is a must-have product in your collection. A super pigmented baked highlighter with unbelievable bendability, achieving the prettied soft glow. Details Features Intense pigment with a high impact finish Silky Formula Super flattering shimmer","long-lasting wear, smooth/creamy texture, strong pigmentation/color payoff, blends easily, easy to apply/use, flattering/good shade match, glowy/radiant finish, good value/affordable",too shiny/glittery,"highlighting, cheeks/blush, fair/light skin tones"
31,P0766,Makeup remover that does not sting or irritate my eyes,problem_or_negative_constraint,Oil-Free Eye Makeup Remover,Neutrogena,Makeup Remover,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Sustainable Packaging Brand Give Back Neutrogena gentle oil-free liquid eye makeup remover helps to remove all eye makeup, even waterproof mascara. Non-greasy makeup removing cleanser is safe for sensitive eyes and contact lens wearers. Details Benefits Key Ingredients Formulated Without Neutrogena 100% oil-free liquid eye makeup remover and cleanser for sensitive eyes This makeup cleanser helps remove all eye makeup, even stubborn waterproof mascara Gentle makeup remover formulated for sensitive eyes and safe for contact lens wearers A liquid makeup remover that activates when shaken to effectively remove all eye makeup Dual phase makeup remover Dermatologist developed and ophthalmologist tested for gentle application Oil-free, non-greasy makeup remover formula leaves skin feeling clean and fresh with no oily residue For best use, apply liquid makeup remover with cotton pad on closed eyelids and rinse with water Contains aloe & cucumber extracts to soothe skin & work gently without tugging, pulling or stinging Oil How To Use SHAKE WELL. Apply with cotton pad on closed eyelids. Gently rinse with warm water.","removes makeup effectively, gentle/non-irritating, hydrating/non-drying, resists smudging/transfer, good value/affordable, removes waterproof makeup","causes irritation/burning, does not remove makeup effectively, oily residue, can cause breakouts","removing eye makeup, dry skin"
19,P1023,Concealer that does not crease,problem_or_negative_constraint,Skin Twin Creamy Concealer,Beautycounter,Concealer,"Conscious Beauty at Ulta BeautyTM Clean Ingredients Cruelty Free Sustainable Packaging Brand Give Back Beautycounter's Skin Twin Creamy Concealer is a longwearing* formula with skin-loving ingredients for creamy, buildable coverage and a brightening effect. Details Benefits Key Ingredients Research Results Second-skin wear: Undetectably conceals and seamlessly blends for a weightless, breathable, natural finish that doesn't crease or settle into fine lines Buildable coverage: Provides long-wearing color-true, medium-to-full coverage Skin-care benefits: Visibly reduces the appearance of fine lines and wrinkles, and boosts skin smoothness 2021 Allure Best of Beauty Awards Knotgrass Extract: A naturally derived ingredient known for reducing the appearance of fine lines and revealing smoother, firmer-looking skin Superfruit Avocado-Coated Pigments: Specially coated with fatty acid-rich avocado butter, these color-true pigments melt seamlessly into skin with a silky, rich feel and coverage that appears undetectable Immediate results**: 100% said it concealed the appearance of under-eye circles, dark spots, and imperfections 100% said skin instantly looked smooth and perfected with an all-day weightless feel (eight hours) 100% said it blended seamlessly for undetectable coverage 100% said it did not crease or settle into fine lines 100% said complexion looked perfected all day (eight hours) After four weeks***: 97% said it reduced the visible appearance of fine lines and wrinkles 97% said under-eye skin looked brighter 91% said skin felt firmer *Based on a 33-subject clinical study after six hours of wear. **Based on a 33-subject consumer perception study immediately after use and after eight hours of wear. ***Based on a 33-subject consumer perception study after four weeks of use. How To Use Under eyes: Use the flat side of the applicator to smooth concealer under the eyes. Use your ring finger or a damp blending sponge to gently blend concealer into skin. Dab product outwards for a seamless, even finish. Build to desired coverage level. Tip: For a brighter, wide-awake look, select a shade one or two shades lighter than your natural skin tone. For blemishes and imperfections: Using the tip of the applicator, place a dot of concealer over the area you want to perfect. Gently dab with your ring finger or damp blending sponge until flawlessly blended. Tip: Select the shade that is closest to your natural skin tone to best conceal blemishes and imperfections. For the ultimate skin win, layer over Skin Twin Featherweight Foundation - or simply apply over your favorite moisturizer.","flattering/good shade match, good/buildable coverage, long-lasting wear, smooth/creamy texture","cakey finish, difficult/messy application, poor longevity, smudges/transfers/flakes, too expensive/poor value","under-eye dark circles/brightening, beginners/learning makeup, covering blemishes/dark spots, rosacea/redness-prone skin, travel/on-the-go touch-ups"
43,P0093,Tinted moisturizer that doesn't clog pores or cause breakouts,problem_or_negative_constraint,Beauty Balm Serum Boosted Skin Tint,Anastasia Beverly Hills,Tinted Moisturizer,"Conscious Beauty at Ulta BeautyTM Vegan Cruelty Free This is not a stick foundation! Anastasia Beverly Hills Beauty Balm Serum Boosted Skin Tint, a first-ever BB Cream in stick form, blending skincare and makeup with 8 ingredients for a radiant complexion. This serum boosted skin tint provides sheer to light coverage for a natural, glowing look. Details Features Benefits Key Ingredients Hybrid formula fuses skincare & makeup Solid serum packed with 8 skincare ingredients Features HA+ Technology that plumps fine lines & wrinkles Sheer to light coverage for an even skin tone Delivers natural-looking skin with a healthy glow Weightless, breathable formula with a second-skin feel Silky texture melts into skin for a seamless, smooth finish Quick & easy application at home or on-the-go Easy-to-blend with fingertips Brighten, bronze & sculpt with the multi-use shade range Available in 16 flexible shades Non-irritating, dermatologist tested formula Free of phthalates, mineral oil, talc, sulfates, paragons, fragrance Cruelty free HA+ MICROSPHERES - Help to smooth fine-lines and wrinkles. PEPTIDE COMPLEX - Helps to deliver youthful skin. FATTY ACIDS - Help to protect and restore. COLLAGEN-STABILIZER - Helps to moisturize for a smooth effect. COCONUT OIL - Helps to restore for radiant-looking skin. SHEA BUTTER - Helps to add softness and hydration. MARULA OIL - Helps to nourish with powerful antioxidants. JOJOBA SEED OIL - Helps to soothe and moisturize. How To Use Directly apply to bare skin, starting in the center of the face and blending outwards. Blend using fingertips. Build coverage in desired areas. Pro tip: pick up product directly from stick using fingertips---apply to face for quick touch-ups and application.","glowy/radiant finish, hydrating/non-drying, natural-looking finish, flattering/good shade match, lightweight feel, blends easily, easy to apply/use, good value/affordable, convenient packaging/applicator, good/buildable coverage","heavy/thick feel, cakey finish, poor longevity, smudges/transfers/flakes, can cause breakouts, causes irritation/burning, creases/settles into lines, difficult to blend, oxidizes/changes color, patchy/streaky finish","travel/on-the-go touch-ups, oily skin, cheeks/blush, covering redness, fair/light skin tones, humid/hot weather, natural/light makeup looks, sensitive skin, setting makeup"
3,P1266,Primer that does not pill under foundation,problem_or_negative_constraint,Your Skin But Better Makeup Primer+ Oil-Free,IT Cosmetics,Face Primer,"Conscious Beauty at Ulta BeautyTM Give Back IT Cosmetics Your Skin But Better Makeup Primer+ Oil-Free is a makeup-gripping base that hydrates your skin while extending the wear of your makeup. With continued use, this skin-transforming primer also works to refine the look of pores! Details Features Benefits Perfect for all skin types, including sensitive skin, and featuring all day grip technology, this primer can be worn underneath makeup, or by itself, for a more refined and hydrated complexion. #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) Refines the look of pores with continued use. Oil-free formula infused with skin-loving glycerin, bark extract and ginger root extract. Pairs perfectly with your CC+ Creams. How To Use Apply a thin, even layer onto clean skin, after your moisturizer. Blend foundation and other makeup on top for a smooth, fresh finish that lasts. Can be worn on bare skin for an extra boost of hydration.","smooth/creamy texture, lightweight feel, natural-looking finish, easy to apply/use, good value/affordable, hydrating/non-drying, long-lasting wear, matte finish/oil control, resists smudging/transfer","drying/emphasizes dry patches, heavy/thick feel, oily residue, poor longevity, smudges/transfers/flakes, too expensive/poor value","humid/hot weather, oily skin, dry skin, mature skin"
37,P0453,Green color corrector to reduce redness,single_property,HD Pro Corrector Concealer,L.A. Girl,Color Correcting,"Camouflage blemishes, correct color, or highlight & contour with L.A Girl HD Pro Concealer. This lightweight formula provides buildable, long-wearing coverage. Details Features Benefits Lightweight, creamy texture Long-wearing, crease-resistant formula Built in, brush-tip applicator Correct, conceal, contour, & highlight Orange Color Corrector: Neutralizes dark spots for medium/deep skin tones Yellow Color Corrector: Corrects dullness caused by purple/blue undertones and brightens undereye circles for medium to dark skin tones Green Color Corrector: Neutralizes redness for medium to dark skin tones Lavender Color Corrector: Neutralizes unwanted yellow undertones and sallowness Peach Color Corrector: Neutralizes dark spots for light skin tones Light Yellow Color Corrector: Corrects dullness caused by purple/blue undertones and brightens under eye circles for fairer skin tones Mint Color Corrector: Neutralizes redness for fair to light skin tones Reddish Color Corrector: Neutralizes dark spots for dark to deep dark skin tones Cool Pink Color Corrector: Neutralizes dark spots for fair to light skin tones Flat White Color Corrector: Lightens and neutralizes any PRO.conceal shade. How To Use Lavender Corrector: Neutralizes unwanted yellow undertones and sallowness. Apply correctors under regular concealer to create a perfectly even complexion. Precautions: If irritation occurs, discontinue use.","natural-looking finish, blends easily, good value/affordable, good/buildable coverage, easy to apply/use, flattering/good shade match, hydrating/non-drying, smooth/creamy texture, strong pigmentation/color payoff","causes irritation/burning, drying/emphasizes dry patches, oxidizes/changes color, cakey finish, creases/settles into lines","covering blemishes/dark spots, fair/light skin tones, under-eye dark circles/brightening, covering redness"
22,P0853,Powder bronzer with a warm undertone for a sun-kissed look,multiple_requirements,Pressed Bronzing Powder,KYLIE COSMETICS,Bronzer,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients KYLIE COSMETICS Pressed Bronzing Powder offers lasting sun-kissed color with a velvet-matte finish. Use it to create a bronzed or contoured look, or to warm up your complexion. The lightweight formula is vegan. Details Benefits Features Pressed Bronzing Powder comes in a single portable format for instant, on-the-go contouring or to create the natural, silky look Velvet-matte and smooth, it offers all day wear that keep your complexion looking flawless all day long Buildable, blendable, comfortable Gives the perfect soft matte sun-kissed look 96% agree that the application is mistake-proof 92% agree that it seems to let the skin breathe 98% agree that it instanly warms up skin Consumer acceptance test conducted with 50 women between 18-40 years, current users of bronzer products Product use for 1 week How To Use","flattering/good shade match, strong pigmentation/color payoff, blends easily, smooth/creamy texture, glowy/radiant finish, long-lasting wear, natural-looking finish, convenient packaging/applicator, gentle/non-irritating, matte finish/oil control","difficult to blend, patchy/streaky finish, cakey finish, can cause breakouts","bronzing/contouring, everyday wear, humid/hot weather, sensitive skin"
24,P1265,"Something for a glowy, natural tan",broad_or_underspecified,Your Skin But Better Foundation + Skincare,IT Cosmetics,Foundation,"Conscious Beauty at Ulta BeautyTM Give Back It's Your Foundation for Better Skin! IT Cosmetics Your Skin But Better Foundation is your lightweight, hydrating foundation with a natural radiant finish that gives you beautiful-looking skin even on the days you don't wear it. Details Features Benefits Research Results Experience an instantly better-looking complexion and better bare skin in just two weeks with Your Skin But Better Hydrating Foundation + Skincare! This buildable, medium coverage foundation minimizes the look of pores and imperfections while delivering all-day hydration and wear with a natural radiant finish. Suitable for all skin types and infused with hyaluronic acid, aloe vera extract, plus vitamins E & B5, your skin-loving lightweight foundation goes beyond a tinted moisturizer by working behind the scenes as you wear it. After just two weeks, skin looks smoother, skin tone appears more even and skin texture is visibly refined. IT's truly your foundation for better skin - even when you're not wearing IT! IT Cosmetics partners with plastic surgeons and dermatologists to develop skin-loving solutions and clinically tested formulas. #1 Prestige Face Makeup Brand in the U.S. (Source: The NPD Group/ U.S. Prestige Beauty Total Measured Market, Makeup Brand Dollar Sales, January-November 2020) Hydrating foundation with buildable, medium coverage Micro-fine pearl powder provides a natural radiant finish Moisturizing hyaluronic acid, aloe vera extract, vitamins E & B5, plus hepes acid for gentle exfoliation Better Skin in 2 Weeks! 7 out of 10 say skin looks smoother* Evens appearance of skin tone** Visibly refines skin texture** *Results based on a 2-week consumer study **Results based on a 2-week clinical study How To Use If deciding between two shades you think most closely match your skin tone, choose the lighter shade. Heavenly Skin Skin-Smoothing Complexion Brush #704 For best results, start at the center of your face and blend outward. Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer Ingredients |----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------| | Aqua/Water/Eau, Dimethicone, Isododecane, Cyclohexasiloxane, Glycerin, Peg-10 Dimethicone, Methyl Methacrylate Crosspolymer, Butylene Glycol, Pentylene Glycol, Synthetic Fluorphlogopite, Disteardimonium Hectorite, Hydroxyethylpiperazine Ethane Sulfonic Acid, Cetyl Peg/Ppg-10/1 Dimethicone, Sodium Chloride, Polyglyceryl-4 Isostearate, Hexyl Laurate, Caprylyl Glycol, Phenoxyethanol, Disodium Stearoyl Glutamate, Tocopherol, Silica, Panthenol, Aluminum Hydroxide, Hydroxyethyl Urea, Aloe Barbadensis Leaf Juice Powder, Sodium Hyaluronate, Tin Oxide, Hydrated Silica, Methicone, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, [+/-: Ci 77891/Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Mica, Ci 77007/Ultramarines, Ci 15985/Yellow 6 Lake, Ci 42090/Blue 1 Lake, Ci 45410/Red 28 Lake, Ci 15850/Red 7]. |","good/buildable coverage, lightweight feel, flattering/good shade match, natural-looking finish, blends easily, glowy/radiant finish, long-lasting wear, does not emphasize lines/wrinkles, smooth/creamy texture","heavy/thick feel, cakey finish, patchy/streaky finish, poor/insufficient coverage, can cause breakouts, creases/settles into lines","mature skin, everyday wear"
27,P0423,Highlighter that does not contain chunky glitter,problem_or_negative_constraint,Glow Seeker Champagne Gold Powder Highlighter,Anastasia Beverly Hills,Highlighter,"Conscious Beauty at Ulta BeautyTM Cruelty Free Anastasia Beverly Hills Glow Seeker Highlighter is a multi-dimensional illuminating powder that achieves the perfect glow. Details Features Ultra-smooth formula with seamless blending and buildable intensity Universal shade delivers single-sweep luminosity Ultra-reflective powder formula gives the effect of a liquid for lit from within radiance Easy-to-apply and can be used on the face, eyes and body Design of the press allows for the brush to pick up the perfect amount of product Can be used dry or wet Formulated without talc, fragrance, and parabens How To Use Gently sweep A23 Pro Brush across Glow Seeker Highlighter to pick up product. Apply Glow Seeker Highlighter onto all areas you want to accentuate, such as the upper cheekbones, bridge and tip of the nose, cupid's bow and collarbone. For mega-shine, layer for desired intensity. Pro Tips: Use the flat side of A23 Pro Brush to deposit product and the tip of the brush to blend edges. Spritz A23 Pro Brush with Dewy Set Setting Spray to turn up your glow with a more intense finish. Apply Glow Seeker Highlighter to the eyes for a radiant look.","glowy/radiant finish, smooth/creamy texture, natural-looking finish, long-lasting wear, flattering/good shade match, good value/affordable, blends easily, does not emphasize lines/wrinkles","heavy/thick feel, patchy/streaky finish, packaging/applicator problems","highlighting, everyday wear, fair/light skin tones, alone instead of foundation, cheeks/blush, deep/dark skin tones, natural/light makeup looks"
16,P0693,Products for olive skin tone,broad_or_underspecified,Mineral Sunscreen Multi-Defense Fluid Tinted SPF 50+,Avène,Tinted Moisturizer,"Conscious Beauty at Ulta BeautyTM Sustainable Packaging Brand Avene Mineral Sunscreen Multi-Defense Fluid Tinted SPF 50+ absorbs into the skin protecting against UV rays, pollution, and blue light while offering 40 minutes of water resistance. Its universal shade provides a natural finish for a healthy-looking, even complexion. Details Benefits Formulated Without Key Ingredients 100% mineral sun filter helps protect against UV, pollution and blue light Ultra-lightweight, fast absorbing formula 40 Minute Water Resistance Universal Shade provided a natural finish for healthy-looking, even complexion Easy to use application Dermatologist-Tested Fragrance Parabens Oil ZINC OXIDE - Encapsulated Mineral Filter provides protection against UV, Blue Light and Pollution TOCOPHEROL - Derived from Vitamin E, Provides powerful antioxidant protection BISABOLOL& ALLANTOIN - Soothes and calms skin How To Use Shake well. Apply generously 15 minutes before sun exposure. Reapply at least every 2 hours after 40 minutes of swimming or sweating, immediately after towel drying. Children under 6 months of age: Ask a doctor. Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use a sunscreen with a broad spectrum SPF value of 15 or higher and other sun protection including: Limit time in the sun, especially from 10 a.m. to 2 p.m., Wear long-sleeve shirts, pants, hat, and sunglasses. Precautions: For external use only. Do not use on broken skin. When using this product keep out of eyes. Rinse with water to remove. Stop use and ask a doctor is rash occurs. Keep out of reach of children. If swallowed, call a Poison Control Center or get medical help right away.",glowy/radiant finish,,"medium/olive skin tones, oily skin"
40,P0961,Product for covering rosacea,problem_or_negative_constraint,Rosilliance Tinted Moisturizer Organic Sunscreen SPF 30,COOLA,Tinted Moisturizer,"Conscious Beauty at Ulta BeautyTM Vegan Clean Ingredients Cruelty Free Sustainable Packaging Brand Give Back COOLA's Rosilliance Tinted Moisturizer Organic Sunscreen SPF 30 is a lightly-tinted multitasker with SPF that nourishes and protects, while promoting a youthful and glowing Complexion. Details Benefits Key Ingredients Research Results 70%+ certified organic ingredients Broad Spectrum SPF 30 UVA/UVB protection Sheer application that adds a hint of glow Natural rose scent Vegan, Gluten Free, Cruelty Free, Hawaii Reef Compliant (Act 104) Titanium Dioxide 5.6%- provides broad spectrum UVA/UVB protection Rose Stem Cell Actives- derived from an antioxidant-rich blend of four types of roses, lightly hydrates while boosting the look of skin's natural warmth 92% agree it's lightweight 88% agree it nourishes skin 84% agree it's moisturizing 80% agree it evens out complexion in an independent consumer testing panel of 250 participants How To Use Dispense one pump onto the back of your hand and then gently pat the product into your skin. Start in the center of the face and work your way out. Use your fingers or your favorite foundation brush for additional glow, and apply more if needed.","glowy/radiant finish, natural-looking finish, blends easily, hydrating/non-drying, flattering/good shade match, good/buildable coverage, lightweight feel","can cause breakouts, causes irritation/burning, drying/emphasizes dry patches, patchy/streaky finish, creases/settles into lines, oily residue","highlighting, humid/hot weather, acne-prone skin, bronzing/contouring, cheeks/blush, covering blemishes/dark spots, dry skin, everyday wear, sensitive skin, under-eye dark circles/brightening"
14,P0245,Liquid foundation with a matte finish for oily skin,multiple_requirements,Clean Matte BB Cream,CoverGirl,BB & CC Creams,"Conscious Beauty at Ulta BeautyTM Cruelty Free Say goodbye to makeup that has you looking shiny, greasy, or caked on with COVERGIRL Clean Matte BB Cream. This foundation is made for oily skin! It provides the perfect amount of coverage while still allowing your skin to breathe throughout the day and will keep you shine-free all day long. Details Benefits Hides Blemishes - Hides blemishes and evens skin tone for a flawless finish Natural-Looking Skin - Water-based bb cream is easy to apply and blend for a clean, natural look Won't Clog Pores - Designed specifically for oily skin, this non-comedogenic formula prevents breakouts EASY Application - Goes on smoothly and blends easily Oil-Free Matte Formula - Lightweight and water based matte bb cream How To Use Dot BB Cream on forehead, cheeks and chin. Blend using fingertips or a makeup sponge. Use with COVERGIRL Clean Matte Pressed Powder to finish your look.","good/buildable coverage, long-lasting wear, matte finish/oil control, lightweight feel, natural-looking finish, good value/affordable, hydrating/non-drying, smooth/creamy texture","cakey finish, shade/color mismatch or inaccurate photos, can cause breakouts, difficult to blend, drying/emphasizes dry patches, heavy/thick feel, poor longevity","oily skin, acne-prone skin, covering blemishes/dark spots, everyday wear, alone instead of foundation, cheeks/blush, combination skin, fair/light skin tones, humid/hot weather, mature skin"
7,P0839,Powder blush that does not accentuate skin texture,problem_or_negative_constraint,Powder Blush,MAC,Blush,"MAC Powder Blush is a blush that applies evenly and adheres lightly to skin to achieve a natural-looking application of color. Details Benefits Formulated Without Provides immediate high shine Immediate and long-term hydration, 8 hours Stay-true color, 4 hours Non-bleeding for hours Oil Phthalates Paraben Retinyl Palmitate Mineral Oil Petrolatum Formaldehyde Polyethylene Hydroquinone Triclosan Coal Tar Toluene How To Use Choose appropriate brush and glide brush over the blush. Tap off excess powder and apply blush to skin using sweeping strokes and blend well.","flattering/good shade match, strong pigmentation/color payoff, long-lasting wear, smooth/creamy texture, natural-looking finish, blends easily, does not emphasize lines/wrinkles, easy to apply/use, glowy/radiant finish, good value/affordable","creases/settles into lines, poor longevity, shade/color mismatch or inaccurate photos","cheeks/blush, humid/hot weather, bronzing/contouring, everyday wear, lips/lip color, long-wear events"
